Book;Chapter;Verse;Content
Job;9;32;"For he is not a man, as I am, that I might answer him,"
Job;9;33;"There is no arbiter between us,"
Job;9;34;"Let him take his rod away from me,"
Job;9;35;"Then I would speak without fear of him,"
Job;10;10;"“I loathe my life;"
Job;10;2;"I will say to God, Do not condemn me;"
Job;10;3;"Does it seem good to you to oppress,"
Job;10;4;"Have you eyes of flesh?"
Job;10;5;"Are your days as the days of man,"
Job;10;6;"that you seek out my iniquity"
Job;10;7;"although you know that I am not guilty,"
Job;10;8;"Your hands fashioned and made me,"
Job;10;9;"Remember that you have made me like clay;"
Job;10;10;"Did you not pour me out like milk"
Job;10;11;"You clothed me with skin and flesh,"
Job;10;12;"You have granted me life and steadfast love,"
Job;10;13;"Yet these things you hid in your heart;"
Job;10;14;"If I sin, you watch me"
Job;10;15;"If I am guilty, woe to me!"
Job;10;16;"And were my head lifted up, you would hunt me like a lion"
Job;10;17;"You renew your witnesses against me"
Job;10;18;"“Why did you bring me out from the womb?"
Job;10;19;"and were as though I had not been,"
Job;10;20;"Are not my days few?"
Job;10;21;"before I go—and I shall not return—"
Job;10;22;"the land of gloom like thick darkness,"
Job;11;11;"Then Zophar the Naamathite answered and said:"
Job;11;2;"“Should a multitude of words go unanswered,"
Job;11;3;"Should your babble silence men,"
Job;11;4;"For you say, ‘My doctrine is pure,"
Job;11;5;"But oh, that God would speak"
Job;11;6;"and that he would tell you the secrets of wisdom!"
Job;11;7;"“Can you find out the deep things of God?"
Job;11;8;"It is higher than heaven—what can you do?"
Job;11;9;"Its measure is longer than the earth"
Job;11;10;"If he passes through and imprisons"
Job;11;11;"For he knows worthless men;"
Job;11;12;"But a stupid man will get understanding"
Job;11;13;"“If you prepare your heart,"
Job;11;14;"If iniquity is in your hand, put it far away,"
Job;11;15;"Surely then you will lift up your face without blemish;"
Job;11;16;"You will forget your misery;"
Job;11;17;"And your life will be brighter than the noonday;"
Job;11;18;"And you will feel secure, because there is hope;"
Job;11;19;"You will lie down, and none will make you afraid;"
Job;11;20;"But the eyes of the wicked will fail;"
Job;12;12;"Then Job answered and said:"
Job;12;2;"“No doubt you are the people,"
Job;12;3;"But I have understanding as well as you;"
Job;12;4;"I am a laughingstock to my friends;"
Job;12;5;"In the thought of one who is at ease there is contempt for misfortune;"
Job;12;6;"The tents of robbers are at peace,"
Job;12;7;"“But ask the beasts, and they will teach you;"
Job;12;8;"or the bushes of the earth, and they will teach you;"
Job;12;9;"Who among all these does not know"
Job;12;10;"In his hand is the life of every living thing"
Job;12;11;"Does not the ear test words"
Job;12;12;"Wisdom is with the aged,"
Job;12;13;"“With God are wisdom and might;"
Job;12;14;"If he tears down, none can rebuild;"
Job;12;15;"If he withholds the waters, they dry up;"
Job;12;16;"With him are strength and sound wisdom;"
Job;12;17;"He leads counselors away stripped,"
Job;12;18;"He looses the bonds of kings"
Job;12;19;"He leads priests away stripped"
Job;12;20;"He deprives of speech those who are trusted"
Job;12;21;"He pours contempt on princes"
Job;12;22;"He uncovers the deeps out of darkness"
Job;12;23;"He makes nations great, and he destroys them;"
Job;12;24;"He takes away understanding from the chiefs of the people of the earth"
Job;12;25;"They grope in the dark without light,"
Job;13;13;"“Behold, my eye has seen all this,"
Job;13;2;"What you know, I also know;"
Job;13;3;"But I would speak to the Almighty,"
Job;13;4;"As for you, you whitewash with lies;"
Job;13;5;"Oh that you would keep silent,"
Job;13;6;"Hear now my argument"
Job;13;7;"Will you speak falsely for God"
Job;13;8;"Will you show partiality toward him?"
Job;13;9;"Will it be well with you when he searches you out?"
Job;13;10;"He will surely rebuke you"
Job;13;11;"Will not his majesty terrify you,"
Job;13;12;"Your maxims are proverbs of ashes;"
Job;13;13;"“Let me have silence, and I will speak,"
Job;13;14;"Why should I take my flesh in my teeth"
Job;13;15;"Though he slay me, I will hope in him;"
Job;13;16;"This will be my salvation,"
Job;13;17;"Keep listening to my words,"
Job;13;18;"Behold, I have prepared my case;"
Job;13;19;"Who is there who will contend with me?"
Job;13;20;"Only grant me two things,"
Job;13;21;"withdraw your hand far from me,"
Job;13;22;"Then call, and I will answer;"
Job;13;23;"How many are my iniquities and my sins?"
Job;13;24;"Why do you hide your face"
Job;13;25;"Will you frighten a driven leaf"
Job;13;26;"For you write bitter things against me"
Job;13;27;"You put my feet in the stocks"
Job;13;28;"Man wastes away like a rotten thing,"
Job;14;14;"“Man who is born of a woman"
Job;14;2;"He comes out like a flower and withers;"
Job;14;3;"And do you open your eyes on such a one"
Job;14;4;"Who can bring a clean thing out of an unclean?"
Job;14;5;"Since his days are determined,"
Job;14;6;"look away from him and leave him alone,"
Job;14;7;"“For there is hope for a tree,"
Job;14;8;"Though its root grow old in the earth,"
Job;14;9;"yet at the scent of water it will bud"
Job;14;10;"But a man dies and is laid low;"
Job;14;11;"As waters fail from a lake"
Job;14;12;"so a man lies down and rises not again;"
Job;14;13;"Oh that you would hide me in Sheol,"
Job;14;14;"If a man dies, shall he live again?"
Job;14;15;"You would call, and I would answer you;"
Job;14;16;"For then you would number my steps;"
Job;14;17;"my transgression would be sealed up in a bag,"
Job;14;18;"“But the mountain falls and crumbles away,"
Job;14;19;"the waters wear away the stones;"
Job;14;20;"You prevail forever against him, and he passes;"
Job;14;21;"His sons come to honor, and he does not know it;"
Job;14;22;"He feels only the pain of his own body,"
Job;15;15;"Then Eliphaz the Temanite answered and said:"
Job;15;2;"“Should a wise man answer with windy knowledge,"
Job;15;3;"Should he argue in unprofitable talk,"
Job;15;4;"But you are doing away with the fear of God"
Job;15;5;"For your iniquity teaches your mouth,"
Job;15;6;"Your own mouth condemns you, and not I;"
Job;15;7;"“Are you the first man who was born?"
Job;15;8;"Have you listened in the council of God?"
Job;15;9;"What do you know that we do not know?"
Job;15;10;"Both the gray-haired and the aged are among us,"
Job;15;11;"Are the comforts of God too small for you,"
Job;15;12;"Why does your heart carry you away,"
Job;15;13;"that you turn your spirit against God"
Job;15;14;"What is man, that he can be pure?"
Job;15;15;"Behold, God puts no trust in his holy ones,"
Job;15;16;"how much less one who is abominable and corrupt,"
Job;15;17;"“I will show you; hear me,"
Job;15;18;"(what wise men have told,"
Job;15;19;"to whom alone the land was given,"
Job;15;20;"The wicked man writhes in pain all his days,"
Job;15;21;"Dreadful sounds are in his ears;"
Job;15;22;"He does not believe that he will return out of darkness,"
Job;15;23;"He wanders abroad for bread, saying, ‘Where is it?’"
Job;15;24;"distress and anguish terrify him;"
Job;15;25;"Because he has stretched out his hand against God"
Job;15;26;"running stubbornly against him"
Job;15;27;"because he has covered his face with his fat"
Job;15;28;"and has lived in desolate cities,"
Job;15;29;"he will not be rich, and his wealth will not endure,"
Job;15;30;"he will not depart from darkness;"
Job;15;31;"Let him not trust in emptiness, deceiving himself,"
Job;15;32;"It will be paid in full before his time,"
Job;15;33;"He will shake off his unripe grape like the vine,"
Job;15;34;"For the company of the godless is barren,"
Job;15;35;"They conceive trouble and give birth to evil,"
Job;16;16;"Then Job answered and said:"
Job;16;2;"“I have heard many such things;"
Job;16;3;"Shall windy words have an end?"
Job;16;4;"I also could speak as you do,"
Job;16;5;"I could strengthen you with my mouth,"
Job;16;6;"“If I speak, my pain is not assuaged,"
Job;16;7;"Surely now God has worn me out;"
Job;16;8;"And he has shriveled me up,"
Job;16;9;"He has torn me in his wrath and hated me;"
Job;16;10;"Men have gaped at me with their mouth;"
Job;16;11;"God gives me up to the ungodly"
Job;16;12;"I was at ease, and he broke me apart;"
Job;16;13;"&nbsp;&nbsp;&nbsp;&nbsp;his archers surround me."
Job;16;14;"He breaks me with breach upon breach;"
Job;16;15;"I have sewed sackcloth upon my skin"
Job;16;16;"My face is red with weeping,"
Job;16;17;"although there is no violence in my hands,"
Job;16;18;"“O earth, cover not my blood,"
Job;16;19;"Even now, behold, my witness is in heaven,"
Job;16;20;"My friends scorn me;"
Job;16;21;"that he would argue the case of a man with God,"
Job;16;22;"For when a few years have come"
Job;17;17;"“My spirit is broken; my days are extinct;"
Job;17;2;"Surely there are mockers about me,"
Job;17;3;"“Lay down a pledge for me with you;"
Job;17;4;"Since you have closed their hearts to understanding,"
Job;17;5;"He who informs against his friends to get a share of their property—"
Job;17;6;"“He has made me a byword of the peoples,"
Job;17;7;"My eye has grown dim from vexation,"
Job;17;8;"The upright are appalled at this,"
Job;17;9;"Yet the righteous holds to his way,"
Job;17;10;"But you, come on again, all of you,"
Job;17;11;"My days are past; my plans are broken off,"
Job;17;12;"They make night into day:"
Job;17;13;"If I hope for Sheol as my house,"
Job;17;14;"if I say to the pit, ‘You are my father,’"
Job;17;15;"where then is my hope?"
Job;17;16;"Will it go down to the bars of Sheol?"
Job;18;18;"Then Bildad the Shuhite answered and said:"
Job;18;2;"“How long will you hunt for words?"
Job;18;3;"Why are we counted as cattle?"
Job;18;4;"You who tear yourself in your anger,"
Job;18;5;"“Indeed, the light of the wicked is put out,"
Job;18;6;"The light is dark in his tent,"
Job;18;7;"His strong steps are shortened,"
Job;18;8;"For he is cast into a net by his own feet,"
Job;18;9;"A trap seizes him by the heel;"
Job;18;10;"A rope is hidden for him in the ground,"
Job;18;11;"Terrors frighten him on every side,"
Job;18;12;"His strength is famished,"
Job;18;13;"It consumes the parts of his skin;"
Job;18;14;"He is torn from the tent in which he trusted"
Job;18;15;"In his tent dwells that which is none of his;"
Job;18;16;"His roots dry up beneath,"
Job;18;17;"His memory perishes from the earth,"
Job;18;18;"He is thrust from light into darkness,"
Job;18;19;"He has no posterity or progeny among his people,"
Job;18;20;"They of the west are appalled at his day,"
Job;18;21;"Surely such are the dwellings of the unrighteous,"
Job;19;19;"Then Job answered and said:"
Job;19;2;"“How long will you torment me"
Job;19;3;"These ten times you have cast reproach upon me;"
Job;19;4;"And even if it be true that I have erred,"
Job;19;5;"If indeed you magnify yourselves against me"
Job;19;6;"know then that God has put me in the wrong"
Job;19;7;"Behold, I cry out, ‘Violence!’ but I am not answered;"
Job;19;8;"He has walled up my way, so that I cannot pass,"
Job;19;9;"He has stripped from me my glory"
Job;19;10;"He breaks me down on every side, and I am gone,"
Job;19;11;"He has kindled his wrath against me"
Job;19;12;"His troops come on together;"
Job;19;13;"“He has put my brothers far from me,"
Job;19;14;"My relatives have failed me,"
Job;19;15;"The guests in my house and my maidservants count me as a stranger;"
Job;19;16;"I call to my servant, but he gives me no answer;"
Job;19;17;"My breath is strange to my wife,"
Job;19;18;"Even young children despise me;"
Job;19;19;"All my intimate friends abhor me,"
Job;19;20;"My bones stick to my skin and to my flesh,"
Job;19;21;"Have mercy on me, have mercy on me, O you my friends,"
Job;19;22;"Why do you, like God, pursue me?"
Job;19;23;"“Oh that my words were written!"
Job;19;24;"Oh that with an iron pen and lead"
Job;19;25;"For I know that my Redeemer lives,"
Job;19;26;"And after my skin has been thus destroyed,"
Job;19;27;"whom I shall see for myself,"
Job;19;28;"If you say, ‘How we will pursue him!’"
Job;19;29;"be afraid of the sword,"
Job;20;20;"Then Zophar the Naamathite answered and said:"
Job;20;2;"“Therefore my thoughts answer me,"
Job;20;3;"I hear censure that insults me,"
Job;20;4;"Do you not know this from of old,"
Job;20;5;"that the exulting of the wicked is short,"
Job;20;6;"Though his height mount up to the heavens,"
Job;20;7;"he will perish forever like his own dung;"
Job;20;8;"He will fly away like a dream and not be found;"
Job;20;9;"The eye that saw him will see him no more,"
Job;20;10;"His children will seek the favor of the poor,"
Job;20;11;"His bones are full of his youthful vigor,"
Job;20;12;"“Though evil is sweet in his mouth,"
Job;20;13;"though he is loath to let it go"
Job;20;14;"yet his food is turned in his stomach;"
Job;20;15;"He swallows down riches and vomits them up again;"
Job;20;16;"He will suck the poison of cobras;"
Job;20;17;"He will not look upon the rivers,"
Job;20;18;"He will give back the fruit of his toil"
Job;20;19;"For he has crushed and abandoned the poor;"
Job;20;20;"“Because he knew no contentment in his belly,"
Job;20;21;"There was nothing left after he had eaten;"
Job;20;22;"In the fullness of his sufficiency he will be in distress;"
Job;20;23;"To fill his belly to the full,"
Job;20;24;"He will flee from an iron weapon;"
Job;20;25;"It is drawn forth and comes out of his body;"
Job;20;26;"Utter darkness is laid up for his treasures;"
Job;20;27;"The heavens will reveal his iniquity,"
Job;20;28;"The possessions of his house will be carried away,"
Job;20;29;"This is the wicked man's portion from God,"
Job;21;21;"Then Job answered and said:"
Job;21;2;"“Keep listening to my words,"
Job;21;3;"Bear with me, and I will speak,"
Job;21;4;"As for me, is my complaint against man?"
Job;21;5;"Look at me and be appalled,"
Job;21;6;"When I remember, I am dismayed,"
Job;21;7;"Why do the wicked live,"
Job;21;8;"Their offspring are established in their presence,"
Job;21;9;"Their houses are safe from fear,"
Job;21;10;"Their bull breeds without fail;"
Job;21;11;"They send out their little boys like a flock,"
Job;21;12;"They sing to the tambourine and the lyre"
Job;21;13;"They spend their days in prosperity,"
Job;21;14;"They say to God, ‘Depart from us!"
Job;21;15;"What is the Almighty, that we should serve him?"
Job;21;16;"Behold, is not their prosperity in their hand?"
Job;21;17;"“How often is it that the lamp of the wicked is put out?"
Job;21;18;"That they are like straw before the wind,"
Job;21;19;"You say, ‘God stores up their iniquity for their children.’"
Job;21;20;"Let their own eyes see their destruction,"
Job;21;21;"For what do they care for their houses after them,"
Job;21;22;"Will any teach God knowledge,"
Job;21;23;"One dies in his full vigor,"
Job;21;24;"his pails full of milk"
Job;21;25;"Another dies in bitterness of soul,"
Job;21;26;"They lie down alike in the dust,"
Job;21;27;"“Behold, I know your thoughts"
Job;21;28;"For you say, ‘Where is the house of the prince?"
Job;21;29;"Have you not asked those who travel the roads,"
Job;21;30;"that the evil man is spared in the day of calamity,"
Job;21;31;"Who declares his way to his face,"
Job;21;32;"When he is carried to the grave,"
Job;21;33;"The clods of the valley are sweet to him;"
Job;21;34;"How then will you comfort me with empty nothings?"
Job;22;22;"Then Eliphaz the Temanite answered and said:"
Job;22;2;"“Can a man be profitable to God?"
Job;22;3;"Is it any pleasure to the Almighty if you are in the right,"
Job;22;4;"Is it for your fear of him that he reproves you"
Job;22;5;"Is not your evil abundant?"
Job;22;6;"For you have exacted pledges of your brothers for nothing"
Job;22;7;"You have given no water to the weary to drink,"
Job;22;8;"The man with power possessed the land,"
Job;22;9;"You have sent widows away empty,"
Job;22;10;"Therefore snares are all around you,"
Job;22;11;"or darkness, so that you cannot see,"
Job;22;12;"“Is not God high in the heavens?"
Job;22;13;"But you say, ‘What does God know?"
Job;22;14;"Thick clouds veil him, so that he does not see,"
Job;22;15;"Will you keep to the old way"
Job;22;16;"They were snatched away before their time;"
Job;22;17;"They said to God, ‘Depart from us,’"
Job;22;18;"Yet he filled their houses with good things—"
Job;22;19;"The righteous see it and are glad;"
Job;22;20;"saying, ‘Surely our adversaries are cut off,"
Job;22;21;"“Agree with God, and be at peace;"
Job;22;22;"Receive instruction from his mouth,"
Job;22;23;"If you return to the Almighty you will be built up;"
Job;22;24;"if you lay gold in the dust,"
Job;22;25;"then the Almighty will be your gold"
Job;22;26;"For then you will delight yourself in the Almighty"
Job;22;27;"You will make your prayer to him, and he will hear you,"
Job;22;28;"You will decide on a matter, and it will be established for you,"
Job;22;29;"For when they are humbled you say, ‘It is because of pride’;"
Job;22;30;"He delivers even the one who is not innocent,"
Job;23;23;"Then Job answered and said:"
Job;23;2;"“Today also my complaint is bitter;"
Job;23;3;"Oh, that I knew where I might find him,"
Job;23;4;"I would lay my case before him"
Job;23;5;"I would know what he would answer me"
Job;23;6;"Would he contend with me in the greatness of his power?"
Job;23;7;"There an upright man could argue with him,"
Job;23;8;"“Behold, I go forward, but he is not there,"
Job;23;9;"on the left hand when he is working, I do not behold him;"
Job;23;10;"But he knows the way that I take;"
Job;23;11;"My foot has held fast to his steps;"
Job;23;12;"I have not departed from the commandment of his lips;"
Job;23;13;"But he is unchangeable, and who can turn him back?"
Job;23;14;"For he will complete what he appoints for me,"
Job;23;15;"Therefore I am terrified at his presence;"
